n_fn_0,n_fn_1,n_fn_2,n_fn_3,n_fn_4,n_fn_5,n_fn_6,n_fn_7,n_fn_8,n_fn_9,n_fn_10,n_fn_11,used_inputs_fraction,active_fraction,n_one_arity,n_two_arity,run_name,seed,w,opt,problem
3,11,7,2,4,4,7,4,5,4,1,2,1.0,0.54,31,23,ga_flow_stress_phip0.1_adam_win_bin_3,3,_win_bin,adam,flow_stress_phip0.1
4,3,3,2,2,5,4,6,4,5,7,6,1.0,0.51,39,12,ga_flow_stress_phip0.1_gaussian_wfn_3,3,_wfn,gaussian,flow_stress_phip0.1
3,4,5,6,7,8,3,2,2,2,6,7,1.0,0.55,37,18,ga_flow_stress_phip0.1_gaussian_win_3,3,_win,gaussian,flow_stress_phip0.1
4,3,3,2,2,5,4,6,4,5,7,6,1.0,0.51,39,12,ga_flow_stress_phip0.1_gaussian_wfn_bfn_3,3,_wfn_bfn,gaussian,flow_stress_phip0.1
3,4,5,6,7,8,3,2,2,2,6,7,1.0,0.55,37,18,ga_flow_stress_phip0.1_gaussian_win_bfn_3,3,_win_bfn,gaussian,flow_stress_phip0.1
4,3,3,2,2,5,4,6,4,5,7,6,1.0,0.51,39,12,ga_flow_stress_phip0.1_gaussian_wfn_bin_3,3,_wfn_bin,gaussian,flow_stress_phip0.1
3,4,5,6,7,8,3,2,2,2,6,7,1.0,0.55,37,18,ga_flow_stress_phip0.1_gaussian_win_bin_3,3,_win_bin,gaussian,flow_stress_phip0.1
1,7,10,2,4,4,1,7,2,8,5,7,1.0,0.58,38,20,ga_flow_stress_phip0.1_gaussian_3,3,,gaussian,flow_stress_phip0.1
10,5,3,6,6,4,2,5,4,3,5,2,1.0,0.55,31,24,ga_flow_stress_phip0.1_adam_wfn_4,4,_wfn,adam,flow_stress_phip0.1
5,6,2,4,3,6,7,4,3,6,4,8,1.0,0.58,41,17,ga_flow_stress_phip0.1_adam_win_4,4,_win,adam,flow_stress_phip0.1
10,5,3,6,6,4,2,5,4,3,5,2,1.0,0.55,31,24,ga_flow_stress_phip0.1_adam_wfn_bfn_4,4,_wfn_bfn,adam,flow_stress_phip0.1
5,6,2,4,3,6,7,4,3,6,4,8,1.0,0.58,41,17,ga_flow_stress_phip0.1_adam_win_bfn_4,4,_win_bfn,adam,flow_stress_phip0.1
10,5,3,6,6,4,2,5,4,3,5,2,1.0,0.55,31,24,ga_flow_stress_phip0.1_adam_wfn_bin_4,4,_wfn_bin,adam,flow_stress_phip0.1
5,6,2,4,3,6,7,4,3,6,4,8,1.0,0.58,41,17,ga_flow_stress_phip0.1_adam_win_bin_4,4,_win_bin,adam,flow_stress_phip0.1
4,3,9,4,4,3,5,3,5,1,6,7,1.0,0.54,34,20,ga_flow_stress_phip0.1_gaussian_wfn_4,4,_wfn,gaussian,flow_stress_phip0.1
7,4,5,1,5,8,1,2,7,4,3,5,1.0,0.52,35,17,ga_flow_stress_phip0.1_gaussian_win_4,4,_win,gaussian,flow_stress_phip0.1
4,3,9,4,4,3,5,3,5,1,6,7,1.0,0.54,34,20,ga_flow_stress_phip0.1_gaussian_wfn_bfn_4,4,_wfn_bfn,gaussian,flow_stress_phip0.1
7,4,5,1,5,8,1,2,7,4,3,5,1.0,0.52,35,17,ga_flow_stress_phip0.1_gaussian_win_bfn_4,4,_win_bfn,gaussian,flow_stress_phip0.1
4,3,9,4,4,3,5,3,5,1,6,7,1.0,0.54,34,20,ga_flow_stress_phip0.1_gaussian_wfn_bin_4,4,_wfn_bin,gaussian,flow_stress_phip0.1
7,4,5,1,5,8,1,2,7,4,3,5,1.0,0.52,35,17,ga_flow_stress_phip0.1_gaussian_win_bin_4,4,_win_bin,gaussian,flow_stress_phip0.1
5,7,5,1,2,6,9,9,3,4,6,1,1.0,0.58,40,18,ga_flow_stress_phip0.1_gaussian_4,4,,gaussian,flow_stress_phip0.1
4,4,5,1,6,6,6,2,5,8,2,5,1.0,0.54,40,14,ga_flow_stress_phip0.1_adam_wfn_5,5,_wfn,adam,flow_stress_phip0.1
5,5,5,5,8,3,7,1,7,7,5,3,1.0,0.61,41,20,ga_flow_stress_phip0.1_adam_win_5,5,_win,adam,flow_stress_phip0.1
4,4,5,1,6,6,6,2,5,8,2,5,1.0,0.54,40,14,ga_flow_stress_phip0.1_adam_wfn_bfn_5,5,_wfn_bfn,adam,flow_stress_phip0.1
5,5,5,5,8,3,7,1,7,7,5,3,1.0,0.61,41,20,ga_flow_stress_phip0.1_adam_win_bfn_5,5,_win_bfn,adam,flow_stress_phip0.1
4,4,5,1,6,6,6,2,5,8,2,5,1.0,0.54,40,14,ga_flow_stress_phip0.1_adam_wfn_bin_5,5,_wfn_bin,adam,flow_stress_phip0.1
5,5,5,5,8,3,7,1,7,7,5,3,1.0,0.61,41,20,ga_flow_stress_phip0.1_adam_win_bin_5,5,_win_bin,adam,flow_stress_phip0.1
3,10,3,4,3,5,3,4,8,4,5,4,1.0,0.56,36,20,ga_flow_stress_phip0.1_gaussian_wfn_5,5,_wfn,gaussian,flow_stress_phip0.1
3,5,4,5,9,7,5,2,6,2,3,1,1.0,0.52,35,17,ga_flow_stress_phip0.1_gaussian_win_5,5,_win,gaussian,flow_stress_phip0.1
3,10,3,4,3,5,3,4,8,4,5,4,1.0,0.56,36,20,ga_flow_stress_phip0.1_gaussian_wfn_bfn_5,5,_wfn_bfn,gaussian,flow_stress_phip0.1
3,5,4,5,9,7,5,2,6,2,3,1,1.0,0.52,35,17,ga_flow_stress_phip0.1_gaussian_win_bfn_5,5,_win_bfn,gaussian,flow_stress_phip0.1
3,10,3,4,3,5,3,4,8,4,5,4,1.0,0.56,36,20,ga_flow_stress_phip0.1_gaussian_wfn_bin_5,5,_wfn_bin,gaussian,flow_stress_phip0.1
3,5,4,5,9,7,5,2,6,2,3,1,1.0,0.52,35,17,ga_flow_stress_phip0.1_gaussian_win_bin_5,5,_win_bin,gaussian,flow_stress_phip0.1
9,6,7,2,5,5,5,3,3,2,3,5,1.0,0.55,31,24,ga_flow_stress_phip0.1_gaussian_5,5,,gaussian,flow_stress_phip0.1
4,1,7,5,4,7,4,5,5,4,2,3,1.0,0.51,34,17,ga_flow_stress_phip0.1_adam_wfn_6,6,_wfn,adam,flow_stress_phip0.1
3,5,8,2,5,5,3,7,5,5,3,4,1.0,0.55,37,18,ga_flow_stress_phip0.1_adam_win_6,6,_win,adam,flow_stress_phip0.1
4,1,7,5,4,7,4,5,5,4,2,3,1.0,0.51,34,17,ga_flow_stress_phip0.1_adam_wfn_bfn_6,6,_wfn_bfn,adam,flow_stress_phip0.1
3,5,8,2,5,5,3,7,5,5,3,4,1.0,0.55,37,18,ga_flow_stress_phip0.1_adam_win_bfn_6,6,_win_bfn,adam,flow_stress_phip0.1
4,1,7,5,4,7,4,5,5,4,2,3,1.0,0.51,34,17,ga_flow_stress_phip0.1_adam_wfn_bin_6,6,_wfn_bin,adam,flow_stress_phip0.1
3,5,8,2,5,5,3,7,5,5,3,4,1.0,0.55,37,18,ga_flow_stress_phip0.1_adam_win_bin_6,6,_win_bin,adam,flow_stress_phip0.1
1,7,4,5,5,9,2,4,5,4,4,3,1.0,0.53,36,17,ga_flow_stress_phip0.1_gaussian_wfn_6,6,_wfn,gaussian,flow_stress_phip0.1
3,3,6,3,5,5,0,3,5,6,6,9,1.0,0.54,39,15,ga_flow_stress_phip0.1_gaussian_win_6,6,_win,gaussian,flow_stress_phip0.1
1,7,4,5,5,9,2,4,5,4,4,3,1.0,0.53,36,17,ga_flow_stress_phip0.1_gaussian_wfn_bfn_6,6,_wfn_bfn,gaussian,flow_stress_phip0.1
3,3,6,3,5,5,0,3,5,6,6,9,1.0,0.54,39,15,ga_flow_stress_phip0.1_gaussian_win_bfn_6,6,_win_bfn,gaussian,flow_stress_phip0.1
1,7,4,5,5,9,2,4,5,4,4,3,1.0,0.53,36,17,ga_flow_stress_phip0.1_gaussian_wfn_bin_6,6,_wfn_bin,gaussian,flow_stress_phip0.1
3,3,6,3,5,5,0,3,5,6,6,9,1.0,0.54,39,15,ga_flow_stress_phip0.1_gaussian_win_bin_6,6,_win_bin,gaussian,flow_stress_phip0.1
5,6,4,3,3,7,3,8,2,6,4,2,1.0,0.53,35,18,ga_flow_stress_phip0.1_gaussian_6,6,,gaussian,flow_stress_phip0.1
5,6,11,1,7,6,4,3,3,5,2,4,1.0,0.57,34,23,ga_flow_stress_phip0.1_adam_wfn_7,7,_wfn,adam,flow_stress_phip0.1
11,6,2,4,1,1,6,5,4,7,4,3,1.0,0.54,31,23,ga_flow_stress_phip0.1_adam_win_7,7,_win,adam,flow_stress_phip0.1
5,6,11,1,7,6,4,3,3,5,2,4,1.0,0.57,34,23,ga_flow_stress_phip0.1_adam_wfn_bfn_7,7,_wfn_bfn,adam,flow_stress_phip0.1
11,6,2,4,1,1,6,5,4,7,4,3,1.0,0.54,31,23,ga_flow_stress_phip0.1_adam_win_bfn_7,7,_win_bfn,adam,flow_stress_phip0.1
5,6,11,1,7,6,4,3,3,5,2,4,1.0,0.57,34,23,ga_flow_stress_phip0.1_adam_wfn_bin_7,7,_wfn_bin,adam,flow_stress_phip0.1
11,6,2,4,1,1,6,5,4,7,4,3,1.0,0.54,31,23,ga_flow_stress_phip0.1_adam_win_bin_7,7,_win_bin,adam,flow_stress_phip0.1
7,5,7,8,3,10,2,3,4,3,3,1,1.0,0.56,29,27,ga_flow_stress_phip0.1_gaussian_wfn_7,7,_wfn,gaussian,flow_stress_phip0.1
4,2,8,4,1,8,3,5,9,3,4,3,1.0,0.54,36,18,ga_flow_stress_phip0.1_gaussian_win_7,7,_win,gaussian,flow_stress_phip0.1
7,5,7,8,3,10,2,3,4,3,3,1,1.0,0.56,29,27,ga_flow_stress_phip0.1_gaussian_wfn_bfn_7,7,_wfn_bfn,gaussian,flow_stress_phip0.1
4,2,8,4,1,8,3,5,9,3,4,3,1.0,0.54,36,18,ga_flow_stress_phip0.1_gaussian_win_bfn_7,7,_win_bfn,gaussian,flow_stress_phip0.1
7,5,7,8,3,10,2,3,4,3,3,1,1.0,0.56,29,27,ga_flow_stress_phip0.1_gaussian_wfn_bin_7,7,_wfn_bin,gaussian,flow_stress_phip0.1
4,2,8,4,1,8,3,5,9,3,4,3,1.0,0.54,36,18,ga_flow_stress_phip0.1_gaussian_win_bin_7,7,_win_bin,gaussian,flow_stress_phip0.1
5,4,6,2,3,6,5,5,3,4,3,3,1.0,0.49,32,17,ga_flow_stress_phip0.1_gaussian_7,7,,gaussian,flow_stress_phip0.1
5,2,13,3,4,8,1,2,4,3,3,6,1.0,0.54,31,23,ga_flow_stress_phip0.1_adam_wfn_8,8,_wfn,adam,flow_stress_phip0.1
5,4,8,6,2,1,1,6,1,8,5,5,1.0,0.52,29,23,ga_flow_stress_phip0.1_adam_win_8,8,_win,adam,flow_stress_phip0.1
5,2,13,3,4,8,1,2,4,3,3,6,1.0,0.54,31,23,ga_flow_stress_phip0.1_adam_wfn_bfn_8,8,_wfn_bfn,adam,flow_stress_phip0.1
5,4,8,6,2,1,1,6,1,8,5,5,1.0,0.52,29,23,ga_flow_stress_phip0.1_adam_win_bfn_8,8,_win_bfn,adam,flow_stress_phip0.1
5,2,13,3,4,8,1,2,4,3,3,6,1.0,0.54,31,23,ga_flow_stress_phip0.1_adam_wfn_bin_8,8,_wfn_bin,adam,flow_stress_phip0.1
5,4,8,6,2,1,1,6,1,8,5,5,1.0,0.52,29,23,ga_flow_stress_phip0.1_adam_win_bin_8,8,_win_bin,adam,flow_stress_phip0.1
3,4,3,3,6,4,3,7,5,7,9,1,1.0,0.55,42,13,ga_flow_stress_phip0.1_gaussian_wfn_8,8,_wfn,gaussian,flow_stress_phip0.1
3,2,10,3,3,7,6,5,5,3,3,3,1.0,0.53,35,18,ga_flow_stress_phip0.1_gaussian_win_8,8,_win,gaussian,flow_stress_phip0.1
3,4,3,3,6,4,3,7,5,7,9,1,1.0,0.55,42,13,ga_flow_stress_phip0.1_gaussian_wfn_bfn_8,8,_wfn_bfn,gaussian,flow_stress_phip0.1
3,2,10,3,3,7,6,5,5,3,3,3,1.0,0.53,35,18,ga_flow_stress_phip0.1_gaussian_win_bfn_8,8,_win_bfn,gaussian,flow_stress_phip0.1
3,4,3,3,6,4,3,7,5,7,9,1,1.0,0.55,42,13,ga_flow_stress_phip0.1_gaussian_wfn_bin_8,8,_wfn_bin,gaussian,flow_stress_phip0.1
3,2,10,3,3,7,6,5,5,3,3,3,1.0,0.53,35,18,ga_flow_stress_phip0.1_gaussian_win_bin_8,8,_win_bin,gaussian,flow_stress_phip0.1
4,3,11,4,3,6,1,4,3,3,6,6,1.0,0.54,32,22,ga_flow_stress_phip0.1_gaussian_8,8,,gaussian,flow_stress_phip0.1
8,7,5,9,2,9,9,4,5,1,3,1,1.0,0.63,34,29,ga_flow_stress_phip0.1_adam_wfn_9,9,_wfn,adam,flow_stress_phip0.1
3,3,5,4,5,5,4,6,3,5,4,5,1.0,0.52,37,15,ga_flow_stress_phip0.1_adam_win_9,9,_win,adam,flow_stress_phip0.1
8,7,5,9,2,9,9,4,5,1,3,1,1.0,0.63,34,29,ga_flow_stress_phip0.1_adam_wfn_bfn_9,9,_wfn_bfn,adam,flow_stress_phip0.1
3,3,5,4,5,5,4,6,3,5,4,5,1.0,0.52,37,15,ga_flow_stress_phip0.1_adam_win_bfn_9,9,_win_bfn,adam,flow_stress_phip0.1
8,7,5,9,2,9,9,4,5,1,3,1,1.0,0.63,34,29,ga_flow_stress_phip0.1_adam_wfn_bin_9,9,_wfn_bin,adam,flow_stress_phip0.1
3,3,5,4,5,5,4,6,3,5,4,5,1.0,0.52,37,15,ga_flow_stress_phip0.1_adam_win_bin_9,9,_win_bin,adam,flow_stress_phip0.1
9,6,4,6,2,1,3,8,5,2,1,3,1.0,0.5,25,25,ga_flow_stress_phip0.1_gaussian_wfn_9,9,_wfn,gaussian,flow_stress_phip0.1
5,9,4,5,4,5,3,7,2,3,6,3,1.0,0.56,33,23,ga_flow_stress_phip0.1_gaussian_win_9,9,_win,gaussian,flow_stress_phip0.1
9,6,4,6,2,1,3,8,5,2,1,3,1.0,0.5,25,25,ga_flow_stress_phip0.1_gaussian_wfn_bfn_9,9,_wfn_bfn,gaussian,flow_stress_phip0.1
5,9,4,5,4,5,3,7,2,3,6,3,1.0,0.56,33,23,ga_flow_stress_phip0.1_gaussian_win_bfn_9,9,_win_bfn,gaussian,flow_stress_phip0.1
9,6,4,6,2,1,3,8,5,2,1,3,1.0,0.5,25,25,ga_flow_stress_phip0.1_gaussian_wfn_bin_9,9,_wfn_bin,gaussian,flow_stress_phip0.1
5,9,4,5,4,5,3,7,2,3,6,3,1.0,0.56,33,23,ga_flow_stress_phip0.1_gaussian_win_bin_9,9,_win_bin,gaussian,flow_stress_phip0.1
10,4,7,1,2,7,5,2,4,2,0,6,1.0,0.5,28,22,ga_flow_stress_phip0.1_gaussian_9,9,,gaussian,flow_stress_phip0.1
4,4,8,11,2,1,3,4,6,1,6,4,1.0,0.54,27,27,ga_flow_stress_phip0.1_adam_wfn_10,10,_wfn,adam,flow_stress_phip0.1
7,7,3,3,4,6,6,7,4,2,4,4,1.0,0.57,37,20,ga_flow_stress_phip0.1_adam_win_10,10,_win,adam,flow_stress_phip0.1
4,4,8,11,2,1,3,4,6,1,6,4,1.0,0.54,27,27,ga_flow_stress_phip0.1_adam_wfn_bfn_10,10,_wfn_bfn,adam,flow_stress_phip0.1
7,7,3,3,4,6,6,7,4,2,4,4,1.0,0.57,37,20,ga_flow_stress_phip0.1_adam_win_bfn_10,10,_win_bfn,adam,flow_stress_phip0.1
4,4,8,11,2,1,3,4,6,1,6,4,1.0,0.54,27,27,ga_flow_stress_phip0.1_adam_wfn_bin_10,10,_wfn_bin,adam,flow_stress_phip0.1
7,7,3,3,4,6,6,7,4,2,4,4,1.0,0.57,37,20,ga_flow_stress_phip0.1_adam_win_bin_10,10,_win_bin,adam,flow_stress_phip0.1
4,7,4,3,4,4,9,5,5,6,3,2,1.0,0.56,38,18,ga_flow_stress_phip0.1_gaussian_wfn_10,10,_wfn,gaussian,flow_stress_phip0.1
4,7,8,4,2,4,2,5,2,3,5,8,1.0,0.54,31,23,ga_flow_stress_phip0.1_gaussian_win_10,10,_win,gaussian,flow_stress_phip0.1
4,7,4,3,4,4,9,5,5,6,3,2,1.0,0.56,38,18,ga_flow_stress_phip0.1_gaussian_wfn_bfn_10,10,_wfn_bfn,gaussian,flow_stress_phip0.1
4,7,8,4,2,4,2,5,2,3,5,8,1.0,0.54,31,23,ga_flow_stress_phip0.1_gaussian_win_bfn_10,10,_win_bfn,gaussian,flow_stress_phip0.1
4,7,4,3,4,4,9,5,5,6,3,2,1.0,0.56,38,18,ga_flow_stress_phip0.1_gaussian_wfn_bin_10,10,_wfn_bin,gaussian,flow_stress_phip0.1
4,7,8,4,2,4,2,5,2,3,5,8,1.0,0.54,31,23,ga_flow_stress_phip0.1_gaussian_win_bin_10,10,_win_bin,gaussian,flow_stress_phip0.1
9,5,5,5,6,5,3,5,6,4,4,1,1.0,0.58,34,24,ga_flow_stress_phip0.1_gaussian_10,10,,gaussian,flow_stress_phip0.1
8,6,3,3,4,4,7,5,6,3,8,2,1.0,0.59,39,20,ga_flow_stress_phip0.1_adam_wfn_11,11,_wfn,adam,flow_stress_phip0.1
7,7,3,3,5,3,0,6,3,7,6,6,1.0,0.56,36,20,ga_flow_stress_phip0.1_adam_win_11,11,_win,adam,flow_stress_phip0.1
8,6,3,3,4,4,7,5,6,3,8,2,1.0,0.59,39,20,ga_flow_stress_phip0.1_adam_wfn_bfn_11,11,_wfn_bfn,adam,flow_stress_phip0.1
7,7,3,3,5,3,0,6,3,7,6,6,1.0,0.56,36,20,ga_flow_stress_phip0.1_adam_win_bfn_11,11,_win_bfn,adam,flow_stress_phip0.1
8,6,3,3,4,4,7,5,6,3,8,2,1.0,0.59,39,20,ga_flow_stress_phip0.1_adam_wfn_bin_11,11,_wfn_bin,adam,flow_stress_phip0.1
7,7,3,3,5,3,0,6,3,7,6,6,1.0,0.56,36,20,ga_flow_stress_phip0.1_adam_win_bin_11,11,_win_bin,adam,flow_stress_phip0.1
1,5,4,6,5,5,5,3,8,4,5,3,1.0,0.54,38,16,ga_flow_stress_phip0.1_gaussian_wfn_11,11,_wfn,gaussian,flow_stress_phip0.1
7,10,4,2,5,6,1,3,3,4,5,3,1.0,0.53,30,23,ga_flow_stress_phip0.1_gaussian_win_11,11,_win,gaussian,flow_stress_phip0.1
1,5,4,6,5,5,5,3,8,4,5,3,1.0,0.54,38,16,ga_flow_stress_phip0.1_gaussian_wfn_bfn_11,11,_wfn_bfn,gaussian,flow_stress_phip0.1
7,10,4,2,5,6,1,3,3,4,5,3,1.0,0.53,30,23,ga_flow_stress_phip0.1_gaussian_win_bfn_11,11,_win_bfn,gaussian,flow_stress_phip0.1
1,5,4,6,5,5,5,3,8,4,5,3,1.0,0.54,38,16,ga_flow_stress_phip0.1_gaussian_wfn_bin_11,11,_wfn_bin,gaussian,flow_stress_phip0.1
7,10,4,2,5,6,1,3,3,4,5,3,1.0,0.53,30,23,ga_flow_stress_phip0.1_gaussian_win_bin_11,11,_win_bin,gaussian,flow_stress_phip0.1
7,6,9,4,5,7,5,3,3,1,6,4,1.0,0.6,34,26,ga_flow_stress_phip0.1_gaussian_11,11,,gaussian,flow_stress_phip0.1
6,6,5,9,6,5,5,0,4,5,6,3,1.0,0.6,34,26,ga_flow_stress_phip0.1_adam_wfn_12,12,_wfn,adam,flow_stress_phip0.1
10,6,5,2,3,2,6,10,4,3,5,4,1.0,0.6,37,23,ga_flow_stress_phip0.1_adam_win_12,12,_win,adam,flow_stress_phip0.1
6,6,5,9,6,5,5,0,4,5,6,3,1.0,0.6,34,26,ga_flow_stress_phip0.1_adam_wfn_bfn_12,12,_wfn_bfn,adam,flow_stress_phip0.1
