,action_0,action_1,action_2,action_3,action_4,action_5,cumulative_reward
55,0.04430807,-0.007621529,0.04430807,-0.012816332,0.7615942,-0.17724171,1095.8871
56,0.035653614,-0.00706168,0.035653614,-0.010417198,0.7615942,0.050843474,1095.8871
57,0.026783228,-0.0064509967,0.026783228,-0.007909394,0.7615942,-0.06373807,1095.8871
58,0.018467389,-0.0058053522,0.018467389,-0.005507596,0.7615942,0.07327279,1095.8871
59,0.0056537343,-0.005116686,0.0056537343,-0.0016999964,0.7615942,-0.16556518,1095.8871
60,-0.0052762767,-0.0045807734,-0.0052762767,0.0015963782,0.7615942,0.04911254,1095.8871
61,-0.006688759,-0.004261985,-0.006688759,0.0020318897,0.7615942,0.088953935,1095.8871
62,-5.9033784e-05,-0.0040465184,-5.9033784e-05,1.7973478e-05,0.7615942,-0.15925151,1095.8871
63,0.006995427,-0.0038538715,0.006995427,-0.002132977,0.7615942,0.0688247,1095.8871
64,0.01708126,-0.003718276,0.01708126,-0.005219238,0.7615942,-0.047616556,1095.8871
65,0.030854039,-0.003555101,0.030854039,-0.009462283,0.7615942,0.118596,1095.8871
66,0.040144414,-0.0032111509,0.040144414,-0.01238048,0.7615942,-0.10412169,1095.8871
67,0.043205027,-0.0027346313,0.043205027,-0.013424764,0.7615942,0.22124374,1095.8871
68,0.035388254,-0.0020412216,0.035388254,-0.011093691,0.7615942,-0.25410253,1095.8871
69,0.017170291,-0.0012612857,0.017170291,-0.0054333853,0.7615942,0.10282913,1095.8871
70,-0.002255482,-0.0005703652,-0.002255482,0.00071994343,0.7615942,-0.13179937,1095.8871
71,-0.013871828,-8.7142995e-05,-0.013871828,0.0044562058,0.7615942,0.16552077,1095.8871
72,-0.018643871,0.00026871302,-0.018643871,0.006010865,0.7615942,-0.24998896,1095.8871
73,-0.014575425,0.00028198073,-0.014575425,0.0047025904,0.7615942,0.077162206,1095.8871
74,0.0014930641,4.7656263e-06,0.0014930641,-0.00048128728,0.7615942,-0.05514774,1095.8871
75,0.023265388,-0.00023118286,0.023265388,-0.0074964133,0.7615942,0.12974326,1095.8871
76,0.038939763,-0.00028015944,0.038939763,-0.012562738,0.7615942,-0.114123516,1095.8871
77,0.045304753,-0.00015659885,0.045304753,-0.014668339,0.7615942,0.22021383,1095.8871
78,0.04035736,0.00012792007,0.04035736,-0.01313424,0.7615942,-0.16391215,1095.8871
79,0.03170939,8.523201e-05,0.03170939,-0.010370713,0.7615942,0.1323294,1095.8871
80,0.020309307,-1.6667702e-05,0.020309307,-0.0066769943,0.7615942,-0.011221531,1095.8871
81,-0.0009301969,0.0001330321,-0.0009301969,0.00030755636,0.7615942,-0.066687964,1095.8871
82,-0.023061667,0.0001103803,-0.023061667,0.0076600444,0.7615942,-0.00045954797,1095.8871
83,-0.03869689,7.510865e-06,-0.03869689,0.012891949,0.7615942,0.10403955,1095.8871
84,-0.04981213,6.554672e-05,-0.04981213,0.01661769,0.7615942,-0.16545133,1095.8871
85,-0.05549165,0.0001440697,-0.05549165,0.018503036,0.7615942,0.051430732,1095.8871
86,-0.04997437,0.000116532006,-0.04997437,0.016624976,0.7615942,0.08110416,1095.8871
87,-0.035172872,0.00010073088,-0.035172872,0.01166365,0.7615942,-0.14291665,1095.8871
88,-0.018118264,0.000101387835,-0.018118264,0.0059889816,0.7615942,0.0674798,1095.8871
89,0.0025016386,1.0048419e-05,0.0025016386,-0.00082484144,0.7615942,-0.03891485,1095.8871
90,0.02436778,-7.257206e-05,0.02436778,-0.008026231,0.7615942,0.11489098,1095.8871
91,0.038182594,1.351229e-05,0.038182594,-0.01258548,0.7615942,-0.102425106,1095.8871
92,0.04513586,2.3140274e-05,0.04513586,-0.014902919,0.7615942,0.14078042,1095.8871
93,0.043463085,3.3439916e-05,0.043463085,-0.014382433,0.7615942,-0.20745537,1095.8871
94,0.034005757,-1.001001e-05,0.034005757,-0.011280463,0.7615942,0.048736714,1095.8871
95,0.022115551,2.4050873e-05,0.022115551,-0.007360389,0.7615942,-0.09675971,1095.8871
96,0.015290564,-4.775642e-06,0.015290564,-0.005106062,0.7615942,0.026826855,1095.8871
97,0.012946752,3.0927393e-05,0.012946752,-0.0043382742,0.7615942,-0.065683395,1095.8871
98,0.014969329,-1.1078243e-05,0.014969329,-0.0050314963,0.7615942,-0.00568561,1095.8871
99,0.017075878,1.6078104e-05,0.017075878,-0.005759532,0.7615942,-0.05776707,1095.8871
100,0.019573277,-3.41089e-06,0.019573277,-0.00662703,0.7615942,0.052828982,1095.8871
101,0.022326432,1.080909e-05,0.022326432,-0.007593671,0.7615942,-0.01817641,1095.8871
102,0.024108298,3.7729387e-05,0.024108298,-0.008241722,0.7615942,0.09322523,1095.8871
103,0.020241624,7.9122685e-05,0.020241624,-0.0069562695,0.7615942,-0.10586823,1095.8871
104,0.014489155,-2.2346073e-06,0.014489155,-0.0050033587,0.7615942,0.25243914,1095.8871
105,0.0047668354,5.5201144e-05,0.0047668354,-0.0016535105,0.7615942,-0.15717794,1095.8871
106,-0.010486855,0.00012687092,-0.010486855,0.003650276,0.7615942,0.09855298,1095.8871
107,-0.026237283,0.00011353734,-0.026237283,0.009152822,0.7615942,0.03374664,1095.8871
108,-0.041572526,0.00014665806,-0.041572526,0.01451644,0.7615942,-0.11630371,1095.8871
109,-0.052404623,0.00014107088,-0.052404623,0.018289901,0.7615942,0.0069300705,1095.8871
110,-0.05091531,6.072034e-05,-0.05091531,0.017733825,0.7615942,0.1145033,1095.8871
111,-0.038063318,5.4940036e-05,-0.038063318,0.013219075,0.7615942,-0.16285521,1095.8871
112,-0.020994594,8.743784e-05,-0.020994594,0.007271425,0.7615942,0.032950196,1095.8871
113,-0.0003937627,8.036394e-06,-0.0003937627,0.0001361242,0.7615942,-0.074046195,1095.8871
114,0.020054447,-9.993754e-05,0.020054447,-0.0069291634,0.7615942,0.06248386,1095.8871
115,0.032154284,-9.007759e-05,0.032154284,-0.011120413,0.7615942,-0.12358874,1095.8871
116,0.036439482,4.1129264e-05,0.036439482,-0.012634089,0.7615942,0.08430642,1095.8871
117,0.039227378,3.704103e-05,0.039227378,-0.013640583,0.7615942,0.052945208,1095.8871
118,0.03734615,6.1965548e-06,0.03734615,-0.013023183,0.7615942,-0.12312897,1095.8871
119,0.028299138,-4.987257e-06,0.028299138,-0.009895753,0.7615942,0.032065455,1095.8871
120,0.015862621,8.747365e-06,0.015862621,-0.005563615,0.7615942,-0.05900433,1095.8871
121,0.0040874174,2.9778346e-05,0.0040874174,-0.0014380227,0.7615942,0.050498452,1095.8871
122,-0.006733067,7.602356e-05,-0.006733067,0.0023754947,0.7615942,-0.17204534,1095.8871
123,-0.009209899,7.4475743e-06,-0.009209899,0.003257258,0.7615942,0.039693274,1095.8871
124,-9.0657486e-05,-0.00012333067,-9.0657486e-05,3.213645e-05,0.7615942,0.04846988,1095.8871
125,0.013294656,-0.00017178933,0.013294656,-0.004725148,0.7615942,-0.08986233,1095.8871
126,0.022563385,-0.00010523465,0.022563385,-0.008047626,0.7615942,0.028802106,1095.8871
127,0.026762167,5.078709e-05,0.026762167,-0.009585535,0.7615942,0.12505433,1095.8871
128,0.02607341,0.00015515061,0.02607341,-0.009374854,0.7615942,-0.11105939,1095.8871
129,0.021555956,9.877855e-05,0.021555956,-0.0077744783,0.7615942,0.08729252,1095.8871
130,0.014888086,7.052918e-07,0.014888086,-0.005383653,0.7615942,0.031283062,1095.8871
131,0.0028870986,5.006106e-05,0.0028870986,-0.0010463384,0.7615942,-0.11741447,1095.8871
132,-0.009760228,7.6220735e-05,-0.009760228,0.003543587,0.7615942,0.024702415,1095.8871
133,-0.01600358,2.446067e-05,-0.01600358,0.0058183484,0.7615942,0.10288999,1095.8871
134,-0.016336592,2.7041859e-05,-0.016336592,0.005946268,0.7615942,-0.1727474,1095.8871
135,-0.015118086,5.4571967e-05,-0.015118086,0.0055087293,0.7615942,0.025688382,1095.8871
136,-0.009131734,-2.150851e-05,-0.009131734,0.003331349,0.7615942,-0.078065544,1095.8871
137,0.0031730614,-0.00022039248,0.0031730614,-0.0011592933,0.7615942,0.107114,1095.8871
138,0.01405867,-0.00036010577,0.01405867,-0.0051478357,0.7615942,-0.15959412,1095.8871
139,0.020098027,-0.00043727737,0.020098027,-0.007380891,0.7615942,0.090165995,1095.8871
140,0.022231257,-0.0004299022,0.022231257,-0.0081926,0.7615942,0.09808348,1095.8871
141,0.017292721,-0.00021629882,0.017292721,-0.0063959346,0.7615942,-0.084737204,1095.8871
142,0.0049595367,9.247373e-05,0.0049595367,-0.0018406428,0.7615942,0.075191945,1095.8871
143,-0.0069423495,0.0001972635,-0.0069423495,0.0025826767,0.7615942,0.017132085,1095.8871
144,-0.017893847,0.00018366048,-0.017893847,0.006664613,0.7615942,-0.09963687,1095.8871
145,-0.025660243,8.07887e-05,-0.025660243,0.009559271,0.7615942,0.011094124,1095.8871
146,-0.027038582,-6.2086865e-06,-0.027038582,0.010068685,0.7615942,0.085336,1095.8871
147,-0.02266612,-0.000115433926,-0.02266612,0.008430387,0.7615942,-0.17227903,1095.8871
148,-0.013078897,-0.00037054077,-0.013078897,0.004857411,0.7615942,0.036329817,1095.8871
149,0.0020573372,-0.00072895986,0.0020573372,-0.000763468,0.7615942,-0.08318144,1095.8871
150,0.018617606,-0.0010259422,0.018617606,-0.0069135725,0.7615942,0.091086894,1095.8871
151,0.028026087,-0.0010946353,0.028026087,-0.010430182,0.7615942,-0.12965536,1095.8871
152,0.031239972,-0.0010091704,0.031239972,-0.011664579,0.7615942,0.08857948,1095.8871
153,0.02995284,-0.0007418104,0.02995284,-0.011228657,0.7615942,0.039784316,1095.8871
154,0.021721926,-0.00025836474,0.021721926,-0.008176941,0.7615942,-0.1200882,1095.8871
155,0.010954868,0.00020722963,0.010954868,-0.004139404,0.7615942,0.1861347,1095.8871
156,0.004264335,0.0003343493,0.004264335,-0.0016154625,0.7615942,-0.23564509,1095.8871
157,0.00083412667,0.00017291566,0.00083412667,-0.00031653166,0.7615942,0.061065134,1095.8871
158,0.001298785,-7.628141e-05,0.001298785,-0.0004937267,0.7615942,-0.10587776,1095.8871
159,0.0053499797,-0.00025305315,0.0053499797,-0.0020385096,0.7615942,0.118829526,1095.8871
160,0.008341681,-0.00029486773,0.008341681,-0.0031874164,0.7615942,-0.17743413,1095.8871
161,0.010833079,-0.00032433984,0.010833079,-0.0041531543,0.7615942,0.09705344,1095.8871
162,0.01469556,-0.0003510316,0.01469556,-0.005654449,0.7615942,0.091696925,1095.8871
163,0.014825377,-0.00021476722,0.014825377,-0.0057254597,0.7615942,-0.07954205,1095.8871
164,0.007641194,4.5071585e-05,0.007641194,-0.0029615094,0.7615942,0.070652075,1095.8871
165,-0.0017486239,0.00019507112,-0.0017486239,0.0006796787,0.7615942,0.0642508,1095.8871
166,-0.0113212485,0.00020580842,-0.0113212485,0.0044084317,0.7615942,-0.12991835,1095.8871
167,-0.018145947,8.474452e-05,-0.018145947,0.0070720785,0.7615942,0.041453943,1095.8871
168,-0.019729253,-3.9382863e-05,-0.019729253,0.0076916385,0.7615942,0.066064805,1095.8871
169,-0.017576732,-0.00016197927,-0.017576732,0.0068517663,0.7615942,-0.15382108,1095.8871
170,-0.012817422,-0.00037998537,-0.012817422,0.0049956325,0.7615942,0.025670603,1095.8871
171,-0.003749208,-0.0007108292,-0.003749208,0.0014616218,0.7615942,-0.0628813,1095.8871
172,0.007252463,-0.0010327393,0.007252463,-0.002830334,0.7615942,0.06435007,1095.8871
173,0.012945731,-0.0011998077,0.012945731,-0.005061048,0.7615942,-0.15883917,1095.8871
174,0.014715509,-0.0012902432,0.014715509,-0.005766048,0.7615942,0.0916342,1095.8871
175,0.016175414,-0.0013066003,0.016175414,-0.0063546626,0.7615942,0.093602926,1095.8871
176,0.014618529,-0.0011306161,0.014618529,-0.0057587135,0.7615942,-0.08413037,1095.8871
177,0.008068875,-0.0008400623,0.008068875,-0.0031870606,0.7615942,0.04529254,1095.8871
178,-0.00018412578,-0.0005328161,-0.00018412578,7.2903465e-05,0.7615942,0.02019873,1095.8871
179,-0.009936372,-0.00019168618,-0.009936372,0.0039420235,0.7615942,-0.1228283,1095.8871
180,-0.0160578,1.3515894e-05,-0.0160578,0.0063803326,0.7615942,0.009728926,1095.8871
181,-0.013825137,8.621667e-05,-0.013825137,0.005500367,0.7615942,-0.044903204,1095.8871
182,-0.004719182,9.378149e-05,-0.004719182,0.0018800362,0.7615942,0.03712291,1095.8871
183,0.004347329,8.258974e-05,0.004347329,-0.0017347616,0.7615942,-0.15814745,1095.8871
184,0.013465186,-4.76475e-05,0.013465186,-0.0053848894,0.7615942,0.030531013,1095.8871
185,0.02233055,-0.00015309223,0.02233055,-0.00895537,0.7615942,0.05262366,1095.8871
186,0.025913175,-3.6081412e-05,0.025913175,-0.010426101,0.7615942,-0.105060495,1095.8871
187,0.024423942,0.00010972039,0.024423942,-0.009858311,0.7615942,0.03604698,1095.8871
188,0.025196858,2.6859128e-05,0.025196858,-0.010197678,0.7615942,0.1521104,1095.8871
189,0.025230937,5.4385375e-05,0.025230937,-0.010239352,0.7615942,-0.10395875,1095.8871
190,0.019869244,0.000111827874,0.019869244,-0.0080836285,0.7615942,0.07850795,1095.8871
191,0.012387664,3.8007453e-05,0.012387664,-0.0050519756,0.7615942,0.090808325,1095.8871
192,0.0020962232,1.7489081e-05,0.0020962232,-0.0008571231,0.7615942,-0.14116828,1095.8871
193,-0.012329401,5.540896e-05,-0.012329401,0.005054899,0.7615942,0.017104257,1095.8871
194,-0.023643732,1.7344551e-05,-0.023643732,0.009717622,0.7615942,-0.06653044,1095.8871
195,-0.026591064,-8.891555e-05,-0.026591064,0.010951226,0.7615942,0.13525136,1095.8871
196,-0.022868752,-0.0002886137,-0.022868752,0.00943067,0.7615942,-0.20628923,1095.8871
197,-0.01651956,-0.00059309264,-0.01651956,0.006818657,0.7615942,0.09492222,1095.8871
198,-0.008235879,-0.00097308273,-0.008235879,0.00340211,0.7615942,0.10907974,1095.8871
199,-0.0015707777,-0.0012772551,-0.0015707777,0.0006494612,0.7615942,-0.08772877,1095.8871
200,-0.002380435,-0.0014387618,-0.002380435,0.0009853697,0.7615942,0.06153383,1095.8871
201,-0.007894449,-0.0015469631,-0.007894449,0.003272146,0.7615942,0.115874104,1095.8871
202,-0.0165455,-0.0015690936,-0.0165455,0.006865988,0.7615942,-0.16714413,1095.8871
203,-0.025295328,-0.0016252832,-0.025295328,0.010504812,0.7615942,0.05642125,1095.8871
204,-0.028084397,-0.001808782,-0.028084397,0.01166336,0.7615942,0.076280706,1095.8871
205,-0.024432229,-0.0020530773,-0.024432229,0.010139519,0.7615942,-0.15560989,1095.8871
206,-0.018875396,-0.0023197897,-0.018875396,0.007824698,0.7615942,0.010702624,1095.8871
207,-0.010037611,-0.0026584845,-0.010037611,0.0041562594,0.7615942,-0.07379628,1095.8871
208,0.0024402544,-0.0030057796,0.0024402544,-0.0010096497,0.7615942,0.092807636,1095.8871
209,0.012376891,-0.0031868792,0.012376891,-0.0051220716,0.7615942,-0.1466757,1095.8871
210,0.01876188,-0.0032694563,0.01876188,-0.0077763167,0.7615942,0.080240816,1095.8871
211,0.023306627,-0.0032682363,0.023306627,-0.009687686,0.7615942,0.103626266,1095.8871
212,0.022194333,-0.0030583707,0.022194333,-0.009261439,0.7615942,-0.08753176,1095.8871
213,0.012873363,-0.0027096411,0.012873363,-0.005395181,0.7615942,0.037984427,1095.8871
214,-0.0012685178,-0.002326313,-0.0012685178,0.0005338616,0.7615942,0.021556696,1095.8871
215,-0.018302012,-0.0019232214,-0.018302012,0.0077296896,0.7615942,-0.13049638,1095.8871
216,-0.030823814,-0.0017103839,-0.030823814,0.0130484225,0.7615942,0.013325365,1095.8871
217,-0.03158179,-0.0017736618,-0.03158179,0.013379795,0.7615942,0.10554347,1095.8871
218,-0.02231497,-0.00199369,-0.02231497,0.009450021,0.7615942,-0.1730483,1095.8871
219,-0.011091278,-0.0022726823,-0.011091278,0.004694111,0.7615942,0.025232712,1095.8871
220,0.0006054764,-0.002615896,0.0006054764,-0.00025626319,0.7615942,-0.042885765,1095.8871
221,0.012397439,-0.002943225,0.012397439,-0.0052535133,0.7615942,0.13278793,1095.8871
222,0.018702812,-0.0030779305,0.018702812,-0.007944484,0.7615942,-0.1363937,1095.8871
223,0.01890968,-0.0030800456,0.01890968,-0.008057599,0.7615942,0.24933898,1095.8871
224,0.013361641,-0.0029125325,0.013361641,-0.0057132985,0.7615942,-0.18315278,1095.8871
225,0.0013576462,-0.0026093682,0.0013576462,-0.0005824805,0.7615942,0.1307068,1095.8871
226,-0.011926207,-0.0023162044,-0.011926207,0.0051319026,0.7615942,0.00989599,1095.8871
227,-0.024734791,-0.0020346642,-0.024734791,0.010666502,0.7615942,-0.09653234,1095.8871
228,-0.0344421,-0.0019083446,-0.0344421,0.014869261,0.7615942,-0.007005427,1095.8871
229,-0.03532422,-0.0020473723,-0.03532422,0.0152519755,0.7615942,-0.03187087,1095.8871
230,-0.027063379,-0.0023844088,-0.027063379,0.01167941,0.7615942,0.037571542,1095.8871
231,-0.016457938,-0.0027739082,-0.016457938,0.0070997863,0.7615942,-0.14239842,1095.8871
232,-0.0052970345,-0.0032370265,-0.0052970345,0.002285295,0.7615942,0.03802879,1095.8871
233,0.00511243,-0.003670916,0.00511243,-0.002207216,0.7615942,0.01765966,1095.8871
234,0.009436978,-0.003891504,0.009436978,-0.0040798015,0.7615942,-0.10436077,1095.8871
235,0.008826512,-0.0039790818,0.008826512,-0.003823122,0.7615942,0.045196366,1095.8871
236,0.008250052,-0.003988002,0.008250052,-0.003581503,0.7615942,0.11650222,1095.8871
237,0.006747464,-0.0038272105,0.006747464,-0.0029362014,0.7615942,-0.101937644,1095.8871
238,0.002876361,-0.003575908,0.002876361,-0.0012545965,0.7615942,0.06050905,1095.8871
239,-0.0015657085,-0.0033086827,-0.0015657085,0.00068442704,0.7615942,0.008819435,1095.8871
240,-0.008117993,-0.0029851461,-0.008117993,0.0035560958,0.7615942,-0.115094386,1095.8871
241,-0.013378534,-0.0027640066,-0.013378534,0.0058723623,0.7615942,0.0011116896,1095.8871
242,-0.01252852,-0.0027142565,-0.01252852,0.0055097938,0.7615942,-0.041778296,1095.8871
243,-0.0063008694,-0.0027585083,-0.0063008694,0.0027763334,0.7615942,0.0327984,1095.8871
244,-0.0011134027,-0.0027821495,-0.0011134027,0.00049167057,0.7615942,-0.15492056,1095.8871
245,0.003217469,-0.0028603224,0.003217469,-0.001424308,0.7615942,0.029639076,1095.8871
246,0.008267095,-0.0029571212,0.008267095,-0.003669247,0.7615942,0.05487905,1095.8871
247,0.010693067,-0.0029098124,0.010693067,-0.0047589173,0.7615942,-0.15947287,1095.8871
248,0.009513945,-0.0027735417,0.009513945,-0.0042459224,0.7615942,0.075208925,1095.8871
249,0.00957132,-0.0026382867,0.00957132,-0.004283438,0.7615942,0.112776436,1095.8871
250,0.011656909,-0.00244787,0.011656909,-0.005231018,0.7615942,-0.0889728,1095.8871
251,0.011259665,-0.002173128,0.011259665,-0.005065957,0.7615942,0.06535093,1095.8871
252,0.008798482,-0.0018913522,0.008798482,-0.003968888,0.7615942,0.061332732,1095.8871
253,0.0024436668,-0.0015395809,0.0024436668,-0.0011053159,0.7615942,-0.13960546,1095.8871
254,-0.0066695106,-0.0012277227,-0.0066695106,0.0030251953,0.7615942,0.021197777,1095.8871
255,-0.012652394,-0.0010660785,-0.012652394,0.005754472,0.7615942,-0.060147874,1095.8871
256,-0.012606443,-0.0010506813,-0.012606443,0.005747534,0.7615942,0.091790944,1095.8871
257,-0.0111845005,-0.0010548122,-0.0111845005,0.0051106545,0.7615942,-0.18652515,1095.8871
258,-0.009304425,-0.0011580802,-0.009304425,0.004260277,0.7615942,0.05130992,1095.8871
259,-0.0054173335,-0.0013536506,-0.0054173335,0.002485038,0.7615942,0.07730752,1095.8871
260,-0.0015024304,-0.0015072128,-0.0015024304,0.0006903665,0.7615942,-0.10306967,1095.8871
261,-0.0016023385,-0.0015715011,-0.0016023385,0.0007374913,0.7615942,0.033770926,1095.8871
262,-0.0024434465,-0.0016380819,-0.0024434465,0.0011264777,0.7615942,0.14256936,1095.8871
263,-0.0024723571,-0.0016603306,-0.0024723571,0.0011416351,0.7615942,-0.113724135,1095.8871
264,-0.004105891,-0.0016223689,-0.004105891,0.0018987509,0.7615942,0.08110824,1095.8871
265,-0.0056434544,-0.0015985309,-0.0056434544,0.0026133298,0.7615942,0.089819364,1095.8871
266,-0.00894304,-0.0015086309,-0.00894304,0.004146307,0.7615942,-0.15342066,1095.8871
267,-0.014469074,-0.001433085,-0.014469074,0.0067157014,0.7615942,0.03744503,1095.8871
268,-0.018106958,-0.0014608437,-0.018106958,0.008413254,0.7615942,-0.06788829,1095.8871
269,-0.017986765,-0.0015724596,-0.017986765,0.00836638,0.7615942,0.05325843,1095.8871
270,-0.016894815,-0.0017075472,-0.016894815,0.007867413,0.7615942,-0.1718832,1095.8871
271,-0.012799239,-0.0019669766,-0.012799239,0.0059676617,0.7615942,0.05031993,1095.8871
272,-0.0048908177,-0.0023011968,-0.0048908177,0.0022832952,0.7615942,0.045632567,1095.8871
273,0.0013217026,-0.0025131071,0.0013217026,-0.00061793317,0.7615942,-0.14325471,1095.8871
274,0.0025642405,-0.002623072,0.0025642405,-0.0012008578,0.7615942,0.06665681,1095.8871
275,0.0024820897,-0.0027048867,0.0024820897,-0.0011645807,0.7615942,0.11759088,1095.8871
276,0.002526546,-0.0027059712,0.002526546,-0.0011878087,0.7615942,-0.09642212,1095.8871
277,2.5807472e-05,-0.0026129982,2.5807472e-05,-1.2156903e-05,0.7615942,0.06809523,1095.8871
278,-0.0032196227,-0.002515839,-0.0032196227,0.0015194834,0.7615942,0.053979743,1095.8871
279,-0.008458192,-0.0023500875,-0.008458192,0.0039985096,0.7615942,-0.13895611,1095.8871
280,-0.01500025,-0.002212479,-0.01500025,0.0071022324,0.7615942,0.0136024635,1095.8871
281,-0.018054448,-0.0022006538,-0.018054448,0.008560951,0.7615942,-0.05601206,1095.8871
282,-0.0155805135,-0.0023028955,-0.0155805135,0.0073982887,0.7615942,0.08400162,1095.8871
283,-0.012377948,-0.0023919914,-0.012377948,0.005886363,0.7615942,-0.18643074,1095.8871
284,-0.0093189245,-0.0025502243,-0.0093189245,0.0044388156,0.7615942,0.04396481,1095.8871
285,-0.004834466,-0.002771503,-0.004834466,0.0023065733,0.7615942,0.07813554,1095.8871
