,action_0,action_1,action_2,cumulative_reward
276,0.0047644447,0.17008266,0.17346309,986.7274
277,0.0031629167,0.1683779,0.20276718,986.7274
278,0.0019490769,0.16757536,0.24868321,986.7274
279,0.0014170229,0.16778977,0.28470492,986.7274
280,0.0014187355,0.16952926,0.2856004,986.7274
281,0.0014542236,0.17221943,0.28606585,986.7274
282,0.0014187744,0.17573667,0.29452717,986.7274
283,0.0018695534,0.17997284,0.26578745,986.7274
284,0.003613339,0.18428315,0.19857413,986.7274
285,0.0060196472,0.18806477,0.15710963,986.7274
286,0.008715974,0.19094753,0.13184972,986.7274
287,0.011198358,0.19261204,0.116210826,986.7274
288,0.0129697155,0.1927438,0.10655018,986.7274
289,0.014126268,0.19164856,0.10004536,986.7274
290,0.014202334,0.18956262,0.096887745,986.7274
291,0.013806484,0.18730664,0.09540599,986.7274
292,0.012977164,0.18525675,0.09556117,986.7274
293,0.012620516,0.1838225,0.09495017,986.7274
294,0.011545419,0.18305264,0.09706344,986.7274
295,0.012175785,0.18285514,0.09380847,986.7274
296,0.012157763,0.18233296,0.091767274,986.7274
297,0.012264998,0.18149485,0.08849187,986.7274
298,0.012528423,0.1798061,0.083552636,986.7274
299,0.013353073,0.17701994,0.07621408,986.7274
300,0.013169036,0.1730498,0.070034236,986.7274
301,0.013350496,0.16829973,0.06256226,986.7274
302,0.013391629,0.16262905,0.05478546,986.7274
303,0.012850503,0.1564044,0.04719259,986.7274
304,0.012977951,0.14981961,0.038461644,986.7274
305,0.012104614,0.14282757,0.024812259,986.7274
306,0.01099949,0.13580103,0.033062592,986.7274
307,0.010702815,0.12852053,0.034026284,986.7274
308,0.009506253,0.12058243,0.03513545,986.7274
309,0.008047098,0.11221823,0.035799768,986.7274
310,0.0072384877,0.10329698,0.030248277,986.7274
311,0.0066652023,0.09300274,0.023933062,986.7274
312,0.006857235,0.080817424,0.015882315,986.7274
313,0.006513656,0.065570064,0.008470063,986.7274
314,0.0064284615,0.046703465,0.0044100704,986.7274
315,0.006091241,0.03199656,-0.00062134874,986.7274
316,0.0058078533,0.04904538,-0.0072695715,986.7274
317,0.0054811374,0.06372009,-0.014902179,986.7274
318,0.005293257,0.07455835,-0.023026181,986.7274
319,0.005303372,0.08316167,-0.031208178,986.7274
320,0.005262583,0.09053045,-0.040071536,986.7274
321,0.0051476345,0.09703108,-0.04986003,986.7274
322,0.0054444806,0.10297577,-0.058296315,986.7274
323,0.0054013343,0.10885597,-0.0681244,986.7274
324,0.005998414,0.11458426,-0.07309708,986.7274
325,0.005811956,0.12054468,-0.082755506,986.7274
326,0.004910451,0.12615843,-0.098211855,986.7274
327,0.004134648,0.13130946,-0.11493698,986.7274
328,0.0036853624,0.13639943,-0.13012281,986.7274
329,0.0032861654,0.14184503,-0.14760649,986.7274
330,0.0027441848,0.14781329,-0.17365836,986.7274
331,0.002141857,0.15428911,-0.21205775,986.7274
332,0.001640271,0.1611998,-0.26237068,986.7274
333,0.0014158776,0.16842127,-0.3078401,986.7274
334,0.001772878,0.17537443,-0.30373958,986.7274
335,0.0021185162,0.18058364,-0.30201378,986.7274
336,0.0021135926,0.18353894,-0.31976774,986.7274
337,0.0018567707,0.18453293,-0.35271883,986.7274
338,0.0015932851,0.18427052,-0.38963476,986.7274
339,0.0015169604,0.18339823,-0.41041848,986.7274
340,0.001632843,0.18193176,-0.40899286,986.7274
341,0.0018933242,0.17917302,-0.3899968,986.7274
342,0.00201815,0.17430785,-0.3772931,986.7274
343,0.0018365982,0.16707397,-0.3805893,986.7274
344,0.0015516293,0.15795454,-0.3864507,986.7274
345,0.001431211,0.14781341,-0.3699424,986.7274
346,0.0014222937,0.13721044,-0.33670247,986.7274
347,0.0014474904,0.12594788,-0.29547715,986.7274
348,0.0014634624,0.11331267,-0.24863304,986.7274
349,0.0014285774,0.098721385,-0.19819042,986.7274
350,0.0014193229,0.0820373,-0.14106607,986.7274
351,0.00151919,0.06282697,-0.08027829,986.7274
352,0.0021087723,0.039627057,-0.022016918,986.7274
353,0.0026623318,0.03914832,0.01900783,986.7274
354,0.0035199593,0.059218228,0.048143372,986.7274
355,0.0046219695,0.07401253,0.06739515,986.7274
356,0.005915276,0.08547808,0.07986821,986.7274
357,0.0069531645,0.09473289,0.090264596,986.7274
358,0.007065072,0.10285644,0.10469006,986.7274
359,0.007710013,0.110479295,0.11465618,986.7274
360,0.007749458,0.11731589,0.12747514,986.7274
361,0.0076759416,0.123835124,0.14085399,986.7274
362,0.008024082,0.12977846,0.149344,986.7274
363,0.007551024,0.13522285,0.1641008,986.7274
364,0.008151627,0.14038531,0.16738427,986.7274
365,0.008400536,0.14476779,0.17165095,986.7274
366,0.009015214,0.14857236,0.17060532,986.7274
367,0.009548825,0.1518054,0.16867486,986.7274
368,0.009874852,0.15439315,0.16656141,986.7274
369,0.0105409045,0.15645538,0.16037269,986.7274
370,0.010232911,0.15804927,0.15988143,986.7274
371,0.010188522,0.15956123,0.15686432,986.7274
372,0.009812263,0.16075735,0.15506275,986.7274
373,0.008714789,0.16195033,0.15837757,986.7274
374,0.0075602797,0.16336861,0.1630461,986.7274
375,0.0065753944,0.16494268,0.16671842,986.7274
376,0.0055926098,0.16654465,0.17232044,986.7274
377,0.004501361,0.16814432,0.18815805,986.7274
378,0.0032559095,0.16978145,0.21641055,986.7274
379,0.002985178,0.17148796,0.22305934,986.7274
380,0.0029774157,0.17312217,0.22107658,986.7274
381,0.0026651726,0.17506982,0.23166671,986.7274
382,0.0028190252,0.17758764,0.22598685,986.7274
383,0.0037242784,0.1805088,0.19905806,986.7274
384,0.0046607414,0.18375933,0.17979212,986.7274
385,0.007292775,0.1868399,0.14653105,986.7274
386,0.0088881375,0.1890114,0.13344404,986.7274
387,0.01004568,0.19053178,0.12602094,986.7274
388,0.011388091,0.19115531,0.119099855,986.7274
389,0.0105982805,0.1912139,0.1228225,986.7274
390,0.010881321,0.1914122,0.1223372,986.7274
391,0.010034807,0.19163226,0.12787007,986.7274
392,0.0091961315,0.19257261,0.13478045,986.7274
393,0.009473091,0.19400878,0.13505876,986.7274
394,0.009482847,0.19578579,0.13656318,986.7274
395,0.009321198,0.19769062,0.13828668,986.7274
396,0.010562298,0.19955976,0.13058433,986.7274
397,0.010743647,0.20077075,0.12728937,986.7274
398,0.010962343,0.2016422,0.12254387,986.7274
399,0.012234393,0.20174885,0.11207659,986.7274
400,0.011992576,0.20105512,0.106094755,986.7274
401,0.012301612,0.19999436,0.097187586,986.7274
402,0.013609031,0.19815737,0.084990665,986.7274
403,0.01311618,0.19563058,0.075155295,986.7274
404,0.01293758,0.19301452,0.061326794,986.7274
405,0.012787104,0.19004409,0.051704023,986.7274
406,0.012066107,0.18685347,0.06301313,986.7274
407,0.01190039,0.18357123,0.06574727,986.7274
408,0.01146973,0.1798352,0.06704894,986.7274
409,0.010465573,0.17588064,0.06930923,986.7274
410,0.010459051,0.17175654,0.06577932,986.7274
411,0.010426296,0.16728875,0.061075505,986.7274
412,0.009912416,0.1624572,0.056949973,986.7274
413,0.009502848,0.1577071,0.051025096,986.7274
414,0.009866402,0.1527997,0.038095273,986.7274
415,0.009079065,0.1478113,0.038103033,986.7274
416,0.0093964655,0.14310206,0.04479501,986.7274
417,0.009085517,0.13819143,0.048081584,986.7274
418,0.009046267,0.13335174,0.049387246,986.7274
419,0.009586404,0.12841652,0.04833842,986.7274
420,0.009365245,0.12307031,0.04784072,986.7274
421,0.00977258,0.11766498,0.045409746,986.7274
422,0.010731307,0.11167044,0.04123903,986.7274
423,0.0106930025,0.10482532,0.037976682,986.7274
424,0.011123549,0.09758515,0.033570737,986.7274
425,0.0119986795,0.089281335,0.028065337,986.7274
426,0.01264093,0.07914922,0.022126742,986.7274
427,0.012701735,0.066920355,0.016027657,986.7274
428,0.013167149,0.051497564,0.009074596,986.7274
429,0.013676735,0.032736104,0.0014087075,986.7274
430,0.014007181,0.04602441,-0.0068136193,986.7274
431,0.013734116,0.06621459,-0.015773848,986.7274
432,0.0131990025,0.08264969,-0.025441786,986.7274
433,0.013048384,0.097034685,-0.035392847,986.7274
434,0.0125421705,0.110413216,-0.04661289,986.7274
435,0.011903339,0.12304364,-0.059057873,986.7274
436,0.011315333,0.13517159,-0.072528504,986.7274
437,0.01073068,0.14697267,-0.08723461,986.7274
438,0.009996707,0.15847814,-0.10392839,986.7274
439,0.009027885,0.16961177,-0.12365628,986.7274
440,0.007828455,0.18027744,-0.1478561,986.7274
441,0.006413763,0.19040835,-0.17939578,986.7274
442,0.004765873,0.19996369,-0.22560996,986.7274
443,0.0028919694,0.20890796,-0.30880937,986.7274
444,0.0014177049,0.21720082,-0.4560924,986.7274
445,0.0028085383,0.22435504,-0.3608953,986.7274
446,0.0037204882,0.22808053,-0.3339949,986.7274
447,0.0034028287,0.22792858,-0.3527492,986.7274
448,0.0022619206,0.22495419,-0.41841388,986.7274
449,0.0014257082,0.2211396,-0.5025933,986.7274
450,0.0015438175,0.21828207,-0.48894718,986.7274
451,0.0014665744,0.21635555,-0.51019996,986.7274
452,0.0016739334,0.21473151,-0.4956823,986.7274
453,0.0023702765,0.21184242,-0.43484247,986.7274
454,0.0022102918,0.20658398,-0.44595698,986.7274
455,0.0016443394,0.19961262,-0.49387738,986.7274
456,0.0014207918,0.1922998,-0.51134497,986.7274
457,0.0014192035,0.18553618,-0.50238204,986.7274
458,0.0015945744,0.178966,-0.4709808,986.7274
459,0.0019913183,0.17119683,-0.4148895,986.7274
460,0.0021069406,0.16081661,-0.37854853,986.7274
461,0.0017990262,0.14719477,-0.36153102,986.7274
462,0.0014687437,0.13055898,-0.3320636,986.7274
463,0.0014161236,0.1113244,-0.26126537,986.7274
464,0.0014228078,0.08856305,-0.17424671,986.7274
465,0.0014198563,0.05780748,-0.07524419,986.7274
466,0.0015582374,0.042012658,0.03413272,986.7274
467,0.0019706672,0.07844567,0.13053887,986.7274
468,0.0026745133,0.103372775,0.19960561,986.7274
469,0.0038667219,0.12315157,0.23801897,986.7274
470,0.005559533,0.13977686,0.25626683,986.7274
471,0.0076772054,0.1541405,0.2641745,986.7274
472,0.010127797,0.16673094,0.26682222,986.7274
473,0.01283743,0.177821,0.26628622,986.7274
474,0.015758917,0.18752828,0.2631995,986.7274
475,0.018863412,0.19584663,0.2576001,986.7274
476,0.022123322,0.20267768,0.24938348,986.7274
477,0.025494764,0.20786808,0.23853627,986.7274
478,0.026118405,0.21142554,0.23514226,986.7274
479,0.025140101,0.21419525,0.23535624,986.7274
480,0.02624938,0.21622123,0.22562344,986.7274
481,0.0266184,0.21681394,0.21568368,986.7274
482,0.025866378,0.21638948,0.20764264,986.7274
483,0.025892166,0.21524434,0.19595748,986.7274
484,0.024706295,0.21347918,0.18732426,986.7274
485,0.023218684,0.21157174,0.17978442,986.7274
486,0.022807896,0.20952694,0.16903445,986.7274
487,0.020978034,0.20724541,0.16290173,986.7274
488,0.01864328,0.2051403,0.15717706,986.7274
489,0.016438674,0.20327775,0.15326594,986.7274
490,0.014130557,0.20159046,0.15621795,986.7274
491,0.011621441,0.20012252,0.16398956,986.7274
492,0.009630846,0.19907098,0.17295226,986.7274
493,0.0076537603,0.19834499,0.1876564,986.7274
494,0.0059219673,0.19839373,0.20865941,986.7274
495,0.004362915,0.19927058,0.23999687,986.7274
496,0.0037099174,0.20112267,0.2607547,986.7274
497,0.0035872883,0.2037237,0.2683457,986.7274
498,0.0038469476,0.20687439,0.26366502,986.7274
499,0.0052010957,0.21033424,0.23231193,986.7274
500,0.0072152866,0.2134651,0.20066413,986.7274
501,0.009392452,0.2159963,0.17733735,986.7274
502,0.01165967,0.21767707,0.15945771,986.7274
503,0.0132411895,0.21848148,0.1487275,986.7274
504,0.013932735,0.21844366,0.14313675,986.7274
505,0.014562332,0.21793127,0.13839555,986.7274
506,0.014393073,0.21730433,0.13719028,986.7274
507,0.013517001,0.21685839,0.1390676,986.7274
508,0.0132230455,0.21692091,0.13881187,986.7274
509,0.012851847,0.21744896,0.13868645,986.7274
510,0.012380182,0.2181799,0.13832384,986.7274
511,0.012800095,0.21891204,0.13292491,986.7274
512,0.013258303,0.219272,0.12591313,986.7274
513,0.0134736365,0.2188974,0.11790048,986.7274
514,0.01402164,0.21784733,0.10715591,986.7274
515,0.01442847,0.21583469,0.09494406,986.7274
516,0.0142497225,0.21307932,0.081004396,986.7274
517,0.014978653,0.20969565,0.0600821,986.7274
518,0.014418649,0.20571022,0.06723271,986.7274
519,0.013445687,0.20161344,0.08016322,986.7274
520,0.013557712,0.19742289,0.08404747,986.7274
521,0.0125288535,0.1929805,0.09126012,986.7274
522,0.011267116,0.1886023,0.0992167,986.7274
523,0.01115939,0.184129,0.10076464,986.7274
524,0.010119791,0.17928231,0.101217896,986.7274
525,0.00954149,0.17434877,0.09928022,986.7274
526,0.010002374,0.16886055,0.090632305,986.7274
527,0.009183471,0.1628273,0.08796647,986.7274
528,0.009577373,0.15671016,0.078569986,986.7274
529,0.009128131,0.15020964,0.072692856,986.7274
530,0.008581074,0.14400475,0.06726462,986.7274
531,0.008747466,0.13797598,0.05876171,986.7274
532,0.008467196,0.13214429,0.0522178,986.7274
533,0.008329684,0.1265527,0.0452262,986.7274
534,0.007826676,0.121054195,0.039248947,986.7274
535,0.008064288,0.11571561,0.030546913,986.7274
536,0.008419082,0.10983183,0.010944117,986.7274
537,0.008222323,0.10349019,0.02390946,986.7274
538,0.008529355,0.096509166,0.023949252,986.7274
539,0.008870686,0.088492565,0.021805285,986.7274
540,0.009542493,0.07907056,0.01806805,986.7274
541,0.010494891,0.067236684,0.013132586,986.7274
542,0.010996456,0.051638477,0.007569165,986.7274
